test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Gmfg	Gmfg	Gmfg	chr7:28437446-28446895	SQ	IV	OK	78.2778	137.627	0.814091	2.27878	5.00E-05	0.00109214	yes
Gnptab	Gnptab	Gnptab	chr10:88379267-88447323	SQ	IV	OK	31.3921	17.4266	-0.849112	-2.47535	5.00E-05	0.00109214	yes
Gpm6b	Gpm6b	Gpm6b	chrX:166238942-166389033	SQ	IV	OK	6.09261	1.51056	-2.01197	-2.85485	5.00E-05	0.00109214	yes
Gpr68	Gpr68	Gpr68	chr12:100876681-100908198	SQ	IV	OK	30.0327	59.0737	0.975983	2.8282	5.00E-05	0.00109214	yes
Gramd1a	Gramd1a	Gramd1a	chr7:31130126-31151171	SQ	IV	OK	104.101	183.489	0.817718	2.53	5.00E-05	0.00109214	yes
Grcc10	Grcc10	Grcc10	chr6:124739183-124741069	SQ	IV	OK	204.565	522.607	1.35317	3.90046	5.00E-05	0.00109214	yes
Grn	Grn	Grn	chr11:102430506-102436809	SQ	IV	OK	10.3446	24.4982	1.2438	2.78863	5.00E-05	0.00109214	yes
Gsn	Gsn	Gsn	chr2:35256358-35307902	SQ	IV	OK	31.6853	65.1425	1.03979	2.9169	5.00E-05	0.00109214	yes
Gsr	Gsr	Gsr	chr8:33653237-33698162	SQ	IV	OK	47.4375	27.156	-0.804753	-2.26596	5.00E-05	0.00109214	yes
Gzma	Gzma	Gzma	chr13:113093823-113100981	SQ	IV	OK	158.522	3.26319	-5.60226	-6.2235	5.00E-05	0.00109214	yes
Gzmb	Gzmb	Gzmb	chr14:56258835-56262334	SQ	IV	OK	106.25	2.19425	-5.59759	-7.20948	5.00E-05	0.00109214	yes
Gzmk	Gzmk	Gzmk	chr13:113171629-113180965	SQ	IV	OK	28.3704	3.36911	-3.07394	-3.84549	5.00E-05	0.00109214	yes
Gzmm	Gzmm	Gzmm	chr10:79689019-79695261	SQ	IV	OK	38.0743	2.50406	-3.92648	-3.93098	5.00E-05	0.00109214	yes
H2-DMa	H2-DMa	H2-DMa	chr17:34122831-34139101	SQ	IV	OK	28.9481	118.212	2.02984	5.49568	5.00E-05	0.00109214	yes
H2-Ke6	H2-Ke6	H2-Ke6	chr17:34026032-34028055	SQ	IV	OK	66.6819	142.863	1.09926	2.96761	5.00E-05	0.00109214	yes
H2-Oa	H2-Oa	H2-Oa	chr17:34083842-34095309	SQ	IV	OK	24.8155	107.252	2.11169	4.89841	5.00E-05	0.00109214	yes
H2-Ob	H2-Ob	H2-Ob	chr17:34238904-34245908	SQ	IV	OK	2.00062	7.81712	1.96619	2.82485	5.00E-05	0.00109214	yes
Havcr2	Havcr2	Havcr2	chr11:46454930-46481254	SQ	IV	OK	47.3348	3.70607	-3.67494	-6.83866	5.00E-05	0.00109214	yes
Hbp1	Hbp1	Hbp1	chr12:31654868-31950245	SQ	IV	OK	32.5778	57.7681	0.826385	2.24262	5.00E-05	0.00109214	yes
Hcfc1	Hcfc1	Hcfc1	chrX:73942791-73966357	SQ	IV	OK	30.6661	14.6227	-1.06843	-3.2044	5.00E-05	0.00109214	yes
Hcst	Hcst	Hcst	chr7:30417711-30419854	SQ	IV	OK	156.787	343.979	1.13351	2.90481	5.00E-05	0.00109214	yes
Hexa	Hexa	Hexa	chr9:59539539-59565109	SQ	IV	OK	21.7299	44.822	1.04453	2.69058	5.00E-05	0.00109214	yes
Hip1	Hip1	Hip1	chr5:135406518-135545122	SQ	IV	OK	4.70188	2.3131	-1.02341	-2.17505	5.00E-05	0.00109214	yes
Hmga1b	Hmga1b	Hmga1b	chr17:27556573-27563672	SQ	IV	OK	144.444	71.9819	-1.00481	-2.66233	5.00E-05	0.00109214	yes
Hmgcs1	Hmgcs1	Hmgcs1	chr13:119690350-119708260	SQ	IV	OK	49.3007	29.3938	-0.746098	-2.18391	5.00E-05	0.00109214	yes
Hnrnpab	Hnrnpab	Hnrnpab	chr11:51584756-51606881	SQ	IV	OK	352.245	200.969	-0.809607	-2.5136	5.00E-05	0.00109214	yes
Hsd11b1	Hsd11b1	Hsd11b1	chr1:193221640-193264045	SQ	IV	OK	120.17	256.966	1.09651	3.3073	5.00E-05	0.00109214	yes
Hyou1	Hyou1	Hyou1	chr9:44379489-44392369	SQ	IV	OK	11.3641	5.55154	-1.03352	-2.39646	5.00E-05	0.00109214	yes
I730030J21Rik	I730030J21Rik	I730030J21Rik	chr15:100730504-100732737	SQ	IV	OK	27.4329	75.1212	1.45331	2.95019	5.00E-05	0.00109214	yes
Id2	Id2	Id2	chr12:25093798-25096092	SQ	IV	OK	178.04	62.7819	-1.50378	-4.32253	5.00E-05	0.00109214	yes
Id3	Id3	Id3	chr4:136143821-136145392	SQ	IV	OK	393.069	852.552	1.11701	3.53065	5.00E-05	0.00109214	yes
Idi1	Idi1	Idi1	chr13:8885605-8892396	SQ	IV	OK	28.107	10.5732	-1.41051	-3.39422	5.00E-05	0.00109214	yes
Ifit1	Ifit1	Ifit1	chr19:34640888-34650009	SQ	IV	OK	28.5382	6.51808	-2.13038	-4.49676	5.00E-05	0.00109214	yes
Ifit3	Ifit3	Ifit3	chr19:34583528-34588982	SQ	IV	OK	43.2464	8.59241	-2.33144	-4.86812	5.00E-05	0.00109214	yes
Ifit3b	Ifit3b	Ifit3b	chr19:34607956-34613401	SQ	IV	OK	27.0647	4.68462	-2.53041	-4.55316	5.00E-05	0.00109214	yes
Ifitm1	Ifitm1	Ifitm1	chr7:140967428-140969827	SQ	IV	OK	63.3647	0	NA	NA	5.00E-05	0.00109214	yes
Ifitm10	Ifitm10	Ifitm10	chr7:142326109-142373746	SQ	IV	OK	30.1195	96.341	1.67745	4.16916	5.00E-05	0.00109214	yes
Ifnar2	Ifnar2	Ifnar2	chr16:91372782-91405589	SQ	IV	OK	72.2579	144.292	0.997765	2.60186	5.00E-05	0.00109214	yes
Ifrd1	Ifrd1	Ifrd1	chr12:40203128-40223189	SQ	IV	OK	52.0344	23.7198	-1.13337	-2.91325	5.00E-05	0.00109214	yes
Ift80	Ift80	Ift80	chr3:68892498-69004570	SQ	IV	OK	13.6796	26.8505	0.972925	2.63206	5.00E-05	0.00109214	yes
Igf2r	Igf2r	Igf2r	chr17:12682405-12868143	SQ	IV	OK	4.56066	11.9475	1.38939	3.59519	5.00E-05	0.00109214	yes
Igfbp4	Igfbp4	Igfbp4	chr11:99041243-99052655	SQ	IV	OK	3.57239	11.4863	1.68495	2.75124	5.00E-05	0.00109214	yes
Igflr1	Igflr1	Igflr1	chr7:30565426-30567962	SQ	IV	OK	64.3179	166.922	1.37588	3.81657	5.00E-05	0.00109214	yes
Ikbke	Ikbke	Ikbke	chr1:131254601-131279563	SQ	IV	OK	43.0062	77.2597	0.845174	2.51315	5.00E-05	0.00109214	yes
Ikzf2	Ikzf2	Ikzf2	chr1:69531209-69685960	SQ	IV	OK	3.14754	6.52318	1.05135	2.52474	5.00E-05	0.00109214	yes
Il12rb2	Il12rb2	Il12rb2	chr6:67292017-67376188	SQ	IV	OK	26.4961	2.51131	-3.39927	-5.56682	5.00E-05	0.00109214	yes
Il18r1	Il18r1	Il18r1	chr1:40465551-40500854	SQ	IV	OK	17.8369	2.84174	-2.65002	-3.81939	5.00E-05	0.00109214	yes
Il18rap	Il18rap	Il18rap	chr1:40515361-40551705	SQ	IV	OK	26.8016	5.72514	-2.22694	-5.32816	5.00E-05	0.00109214	yes
Il21r	Il21r	Il21r	chr7:125603428-125633570	SQ	IV	OK	92.9466	187.256	1.01054	3.15231	5.00E-05	0.00109214	yes
Il25	Il25	Il25	chr14:54932694-54935836	SQ	IV	OK	0	0.885002	inf	NA	5.00E-05	0.00109214	yes
Il27ra	Il27ra	Il27ra	chr8:84021473-84042575	SQ	IV	OK	110.595	200.571	0.858829	2.68324	5.00E-05	0.00109214	yes
Il2ra	Il2ra	Il2ra	chr2:11642791-11693194	SQ	IV	OK	11.1685	0.638619	-4.12834	-5.18798	5.00E-05	0.00109214	yes
Il4ra	Il4ra	Il4ra	chr7:125552270-125579474	SQ	IV	OK	20.1817	49.7419	1.30142	3.93216	5.00E-05	0.00109214	yes
Il6st	Il6st	Il6st	chr13:112464069-112506860	SQ	IV	OK	40.5709	87.2059	1.10398	3.41125	5.00E-05	0.00109214	yes
Inpp4b	Inpp4b	Inpp4b	chr8:81342561-82127917	SQ	IV	OK	27.8312	60.5827	1.1222	3.23535	5.00E-05	0.00109214	yes
Ipo5	Ipo5	Ipo5	chr14:120911193-120948044	SQ	IV	OK	58.6223	34.2103	-0.777018	-2.3882	5.00E-05	0.00109214	yes
Irf2bp1	Irf2bp1	Irf2bp1	chr7:19004057-19006763	SQ	IV	OK	35.3755	18.8398	-0.908969	-2.37503	5.00E-05	0.00109214	yes
Irf4	Irf4	Irf4	chr13:30749232-30766981	SQ	IV	OK	24.1465	12.3976	-0.961757	-2.64589	5.00E-05	0.00109214	yes
Irf7	Irf7	Irf7	chr7:141263182-141266424	SQ	IV	OK	95.2197	51.5529	-0.885206	-2.5377	5.00E-05	0.00109214	yes
Irf8	Irf8	Irf8	chr8:120736357-120756692	SQ	IV	OK	23.5542	47.0008	0.996698	2.78264	5.00E-05	0.00109214	yes
Isg15	Isg15	Isg15	chr4:156199423-156200818	SQ	IV	OK	46.1234	8.30362	-2.47369	-3.67661	5.00E-05	0.00109214	yes
Itga4	Itga4	Itga4	chr2:79255425-79428988	SQ	IV	OK	3.47764	22.3377	2.6833	6.82057	5.00E-05	0.00109214	yes
Itgb1	Itgb1	Itgb1	chr8:128685653-128733579	SQ	IV	OK	314.22	574.026	0.869339	2.61453	5.00E-05	0.00109214	yes
Itih5	Itih5	Itih5	chr2:10153542-10256529	SQ	IV	OK	0.933391	4.06201	2.12164	3.60545	5.00E-05	0.00109214	yes
Itm2a	Itm2a	Itm2a	chrX:107397194-107403360	SQ	IV	OK	33.9621	64.0674	0.915663	2.44475	5.00E-05	0.00109214	yes
Itm2b	Itm2b	Itm2b	chr14:73362225-73385289	SQ	IV	OK	467.803	805.511	0.784005	2.45381	5.00E-05	0.00109214	yes
Itpr2	Itpr2	Itpr2	chr6:146108298-146502223	SQ	IV	OK	4.43146	8.15121	0.879233	2.36238	5.00E-05	0.00109214	yes
Izumo1r	Izumo1r	Izumo1r	chr9:14885813-14903951	SQ	IV	OK	19.2639	152.196	2.98196	7.20676	5.00E-05	0.00109214	yes
Izumo4	Izumo4	Izumo4	chr10:80702692-80705382	SQ	IV	OK	12.9787	47.763	1.87974	3.48712	5.00E-05	0.00109214	yes
Jade1	Jade1	Jade1	chr3:41555733-41616864	SQ	IV	OK	8.61236	4.29318	-1.00436	-2.23614	5.00E-05	0.00109214	yes
Jaml	Jaml	Jaml	chr9:45079182-45135606	SQ	IV	OK	49.7162	21.6696	-1.19805	-3.20309	5.00E-05	0.00109214	yes
Jpt2	Jpt2	Jpt2	chr17:24942469-24960623	SQ	IV	OK	50.4647	24.7318	-1.02891	-2.86952	5.00E-05	0.00109214	yes
Kcnk5	Kcnk5	Kcnk5	chr14:20140057-20181782	SQ	IV	OK	9.85323	1.49574	-2.71974	-4.06447	5.00E-05	0.00109214	yes
Kdm5b	Kdm5b	Kdm5b	chr1:134560177-134632878	SQ	IV	OK	4.88394	11.3222	1.21304	2.96133	5.00E-05	0.00109214	yes
Khsrp	Khsrp	Khsrp	chr17:57021048-57031507	SQ	IV	OK	12.2536	5.31992	-1.20373	-2.67356	5.00E-05	0.00109214	yes
Klhl9	Klhl9	Klhl9	chr4:88718291-88722508	SQ	IV	OK	8.48799	3.81494	-1.15376	-2.38027	5.00E-05	0.00109214	yes
Klk1b27	Klk1b27	Klk1b27	chr7:44052289-44056711	SQ	IV	OK	0	0.68782	inf	NA	5.00E-05	0.00109214	yes
Klk1b9	Klk1b9	Klk1b9	chr7:43976060-43980376	SQ	IV	OK	0	1.6432	inf	NA	5.00E-05	0.00109214	yes
Klrc1	Klrc1	Klrc1	chr6:129666015-129678973	SQ	IV	OK	69.7385	2.79857	-4.63919	-7.43016	5.00E-05	0.00109214	yes
Klrc2	Klrc2	Klrc2	chr6:129656345-129660596	SQ	IV	OK	31.9387	1.63436	-4.28851	-4.16191	5.00E-05	0.00109214	yes
Klrk1	Klrk1	Klrk1	chr6:129610322-129623864	SQ	IV	OK	84.0436	8.75936	-3.26224	-8.11513	5.00E-05	0.00109214	yes
Kpna3	Kpna3	Kpna3	chr14:61365185-61439947	SQ	IV	OK	27.8459	15.3214	-0.861914	-2.3712	5.00E-05	0.00109214	yes
Kpnb1	Kpnb1	Kpnb1	chr11:97159709-97187892	SQ	IV	OK	28.4671	15.9187	-0.838575	-2.44041	5.00E-05	0.00109214	yes
Krtcap3	Krtcap3	Krtcap3	chr5:31251705-31253197	SQ	IV	OK	12.8259	30.9285	1.26987	2.27019	5.00E-05	0.00109214	yes
Lad1	Lad1	Lad1	chr1:135818597-135833341	SQ	IV	OK	13.4686	30.9068	1.19832	2.95875	5.00E-05	0.00109214	yes
Lair1	Lair1	Lair1	chr7:4007072-4063204	SQ	IV	OK	9.93968	4.46611	-1.15418	-2.34706	5.00E-05	0.00109214	yes
Lars2	Lars2	Lars2	chr9:123366926-123462675	SQ	IV	OK	359.84	171.647	-1.06791	-3.0702	5.00E-05	0.00109214	yes
Ldha	Ldha	Ldha	chr7:46845803-46855627	SQ	IV	OK	2867.01	1664.14	-0.784775	-2.21706	5.00E-05	0.00109214	yes
Ldlr	Ldlr	Ldlr	chr9:21723575-21749918	SQ	IV	OK	7.18452	1.83028	-1.97283	-3.2798	5.00E-05	0.00109214	yes
Ldlrad4	Ldlrad4	Ldlrad4	chr18:67933172-68255549	SQ	IV	OK	2.54211	18.3287	2.85001	4.75781	5.00E-05	0.00109214	yes
Lef1	Lef1	Lef1	chr3:131110296-131224357	SQ	IV	OK	41.981	103.36	1.29986	3.78428	5.00E-05	0.00109214	yes
Lgals3	Lgals3	Lgals3	chr14:47373859-47386167	SQ	IV	OK	104.963	24.5266	-2.09747	-5.14549	5.00E-05	0.00109214	yes
Lgals3bp	Lgals3bp	Lgals3bp	chr11:118392746-118401959	SQ	IV	OK	195.986	115.001	-0.769098	-2.43623	5.00E-05	0.00109214	yes
Lmna	Lmna	Lmna	chr3:88481147-88503352	SQ	IV	OK	21.3864	6.23265	-1.77877	-3.34761	5.00E-05	0.00109214	yes
Lmnb1	Lmnb1	Lmnb1	chr18:56707812-56753424	SQ	IV	OK	40.3143	13.9865	-1.52726	-3.94372	5.00E-05	0.00109214	yes
Lonp1	Lonp1	Lonp1	chr17:56614297-56626903	SQ	IV	OK	40.578	21.833	-0.894186	-2.49227	5.00E-05	0.00109214	yes
Lpgat1	Lpgat1	Lpgat1	chr1:191718023-191784257	SQ	IV	OK	6.06866	2.66215	-1.18879	-2.50715	5.00E-05	0.00109214	yes
Lrig1	Lrig1	Lrig1	chr6:94500313-94700145	SQ	IV	OK	2.93036	10.2856	1.81147	3.54804	5.00E-05	0.00109214	yes
Lrrc30	Lrrc30	Lrrc30	chr17:67630964-67632723	SQ	IV	OK	0	0.645244	inf	NA	5.00E-05	0.00109214	yes
Lrrc58	Lrrc58	Lrrc58	chr16:37868399-37888857	SQ	IV	OK	73.0352	46.1961	-0.660819	-2.10096	5.00E-05	0.00109214	yes
Lrrc59	Lrrc59	Lrrc59	chr11:94629776-94653743	SQ	IV	OK	181.284	93.0678	-0.961899	-2.84381	5.00E-05	0.00109214	yes
Lsr	Lsr	Lsr	chr7:30957769-30973469	SQ	IV	OK	11.6271	3.35462	-1.79327	-2.84851	5.00E-05	0.00109214	yes
Lss	Lss	Lss	chr10:76531604-76562226	SQ	IV	OK	13.1909	6.27831	-1.0711	-2.75085	5.00E-05	0.00109214	yes
Ltb	Ltb	Ltb	chr17:35194506-35196305	SQ	IV	OK	558.784	1082.43	0.953917	2.93683	5.00E-05	0.00109214	yes
Ltk	Ltk	Ltk	chr2:119751325-119760431	SQ	IV	OK	9.2857	19.4219	1.0646	2.31225	5.00E-05	0.00109214	yes
Ly6a	Ly6a	Ly6a	chr15:74994876-74998031	SQ	IV	OK	680.287	164.269	-2.05008	-6.27812	5.00E-05	0.00109214	yes
Ly6c1	Ly6c1	Ly6c1	chr15:75044017-75048837	SQ	IV	OK	161.551	60.1738	-1.42478	-3.65655	5.00E-05	0.00109214	yes
Ly6c2	Ly6c2	Ly6c2	chr15:75108160-75111971	SQ	IV	OK	625.612	228.891	-1.45061	-4.31315	5.00E-05	0.00109214	yes
Lypd6b	Lypd6b	Lypd6b	chr2:49787685-49948846	SQ	IV	OK	1.13119	9.29805	3.03909	3.60241	5.00E-05	0.00109214	yes
Lyrm2	Lyrm2	Lyrm2	chr4:32800258-32802254	SQ	IV	OK	22.0816	45.7712	1.05159	2.47582	5.00E-05	0.00109214	yes
Maged1	Maged1	Maged1	chrX:94535473-94542025	SQ	IV	OK	18.1767	3.02904	-2.58515	-4.62384	5.00E-05	0.00109214	yes
Malat1	Malat1	Malat1	chr19:5795689-5802672	SQ	IV	OK	61.0772	196.562	1.68628	5.01907	5.00E-05	0.00109214	yes
Map2k3	Map2k3	Map2k3	chr11:60932053-60952811	SQ	IV	OK	132.999	65.6303	-1.01898	-3.10646	5.00E-05	0.00109214	yes
Marcksl1	Marcksl1	Marcksl1	chr4:129513580-129515981	SQ	IV	OK	39.9759	10.3163	-1.95421	-4.15027	5.00E-05	0.00109214	yes
Mbnl3	Mbnl3	Mbnl3	chrX:51113493-51205990	SQ	IV	OK	6.37288	3.22245	-0.983787	-2.37618	5.00E-05	0.00109214	yes
Mccc1	Mccc1	Mccc1	chr3:35959305-36053547	SQ	IV	OK	8.29056	16.5002	0.992942	2.2839	5.00E-05	0.00109214	yes
Mcm10	Mcm10	Mcm10	chr2:4990723-5012791	SQ	IV	OK	40.6022	19.1325	-1.08553	-3.02778	5.00E-05	0.00109214	yes
Mcm2	Mcm2	Mcm2	chr6:88883473-88898780	SQ	IV	OK	251.161	154.932	-0.696977	-2.23587	5.00E-05	0.00109214	yes
Mcm4	Mcm4	Mcm4	chr16:15623896-15637400	SQ	IV	OK	233.439	143.144	-0.705573	-2.23979	5.00E-05	0.00109214	yes
Mcm5	Mcm5	Mcm5	chr8:75109508-75128439	SQ	IV	OK	371.023	216.4	-0.777807	-2.4631	5.00E-05	0.00109214	yes
Mettl11b	Mettl11b	Mettl11b	chr1:163702992-163725232	SQ	IV	OK	0	0.647746	inf	NA	5.00E-05	0.00109214	yes
Mettl27	Mettl27	Mettl27	chr5:134932372-134942637	SQ	IV	OK	4.64638	12.0235	1.37168	2.62621	5.00E-05	0.00109214	yes
Mettl8	Mettl8	Mettl8	chr2:70964560-71055606	SQ	IV	OK	7.22943	15.3815	1.08924	2.22134	5.00E-05	0.00109214	yes
Mgst2	Mgst2	Mgst2	chr3:51661178-51682674	SQ	IV	OK	29.3729	113.129	1.94541	3.91109	5.00E-05	0.00109214	yes
Mir6236	Mir6236	Mir6236	chr9:110281286-110281409	SQ	IV	OK	19518.6	3798.07	-2.36152	-5.25112	5.00E-05	0.00109214	yes
Mki67	Mki67	Mki67	chr7:135689787-135716379	SQ	IV	OK	49.544	26.256	-0.916065	-2.85713	5.00E-05	0.00109214	yes
Mms22l	Mms22l	Mms22l	chr4:24496450-24602948	SQ	IV	OK	27.1405	15.5377	-0.804675	-2.23302	5.00E-05	0.00109214	yes
Msgn1	Msgn1	Msgn1	chr12:11208381-11208948	SQ	IV	OK	0	2.10227	inf	NA	5.00E-05	0.00109214	yes
Mthfsd	Mthfsd	Mthfsd	chr8:121091627-121108337	SQ	IV	OK	10.6265	21.9928	1.04936	2.44673	5.00E-05	0.00109214	yes
Mtpn	Mtpn	Mtpn	chr6:35508823-35539888	SQ	IV	OK	68.9733	41.7076	-0.725726	-2.22521	5.00E-05	0.00109214	yes
Mx1	Mx1	Mx1	chr16:97447034-97462906	SQ	IV	OK	13.8082	3.63657	-1.92487	-3.62074	5.00E-05	0.00109214	yes
Mybl2	Mybl2	Mybl2	chr2:163054634-163084687	SQ	IV	OK	38.2986	20.3721	-0.910692	-2.58643	5.00E-05	0.00109214	yes
Myl6	Myl6	Myl6	chr10:128490858-128493886	SQ	IV	OK	413	689.85	0.74014	2.30723	5.00E-05	0.00109214	yes
Myo5a	Myo5a	Myo5a	chr9:75071205-75223687	SQ	IV	OK	2.21904	0.696632	-1.67147	-2.84454	5.00E-05	0.00109214	yes
N4bp1	N4bp1	N4bp1	chr8:86841138-86885258	SQ	IV	OK	6.14759	2.89871	-1.08461	-2.37425	5.00E-05	0.00109214	yes
N4bp2l1	N4bp2l1	N4bp2l1	chr5:150571642-150594525	SQ	IV	OK	16.8603	34.7298	1.04255	2.4871	5.00E-05	0.00109214	yes
Naa50	Naa50	Naa50	chr16:44139790-44163462	SQ	IV	OK	46.137	25.2211	-0.87129	-2.5997	5.00E-05	0.00109214	yes
Nampt	Nampt	Nampt	chr12:32820334-32853369	SQ	IV	OK	19.388	10.0336	-0.950326	-2.42112	5.00E-05	0.00109214	yes
Nasp	Nasp	Nasp	chr4:116601051-116627951	SQ	IV	OK	70.6764	28.0547	-1.33299	-3.57526	5.00E-05	0.00109214	yes
Ncald	Ncald	Ncald	chr15:37366174-37792428	SQ	IV	OK	1.82549	0.127849	-3.83577	-2.17164	5.00E-05	0.00109214	yes
Ncapg2	Ncapg2	Ncapg2	chr12:116405435-116463532	SQ	IV	OK	46.9202	22.7069	-1.04708	-3.23828	5.00E-05	0.00109214	yes
Ncf1	Ncf1	Ncf1	chr5:134220052-134229625	SQ	IV	OK	1.9472	11.6099	2.57588	3.84775	5.00E-05	0.00109214	yes
Ncf4	Ncf4	Ncf4	chr15:78244810-78262580	SQ	IV	OK	60.028	165.719	1.46503	4.27341	5.00E-05	0.00109214	yes
Ncoa7	Ncoa7	Ncoa7	chr10:30645581-30803326	SQ	IV	OK	30.0288	14.2197	-1.07846	-2.72514	5.00E-05	0.00109214	yes
Nedd4	Nedd4	Nedd4	chr9:72662330-72749850	SQ	IV	OK	14.0315	4.80358	-1.54649	-3.64202	5.00E-05	0.00109214	yes
Nek2	Nek2	Nek2	chr1:191821472-191833049	SQ	IV	OK	78.9613	38.932	-1.02019	-3.04947	5.00E-05	0.00109214	yes
Neurl3	Neurl3	Neurl3	chr1:36264601-36273425	SQ	IV	OK	24.845	44.3175	0.834925	2.27801	5.00E-05	0.00109214	yes
Nfkbie	Nfkbie	Nfkbie	chr17:45555699-45563168	SQ	IV	OK	20.9072	46.738	1.16059	3.07724	5.00E-05	0.00109214	yes
Nipal1	Nipal1	Nipal1	chr5:72647795-72671078	SQ	IV	OK	1.70172	5.65466	1.73245	2.80271	5.00E-05	0.00109214	yes
Nod1	Nod1	Nod1	chr6:54923941-54972612	SQ	IV	OK	19.134	33.9093	0.825541	2.30874	5.00E-05	0.00109214	yes
Nploc4	Nploc4	Nploc4	chr11:120379797-120437700	SQ	IV	OK	46.4012	27.8848	-0.734685	-2.21922	5.00E-05	0.00109214	yes
Nptn	Nptn	Nptn	chr9:58582239-58741559	SQ	IV	OK	113.369	58.6996	-0.94961	-2.84556	5.00E-05	0.00109214	yes
Nt5dc2	Nt5dc2	Nt5dc2	chr14:31131088-31168641	SQ	IV	OK	50.3246	27.792	-0.856594	-2.18743	5.00E-05	0.00109214	yes
Nt5e	Nt5e	Nt5e	chr9:88327608-88372089	SQ	IV	OK	3.79094	22.7603	2.58589	5.42741	5.00E-05	0.00109214	yes
Nup133	Nup133	Nup133	chr8:123897122-123949265	SQ	IV	OK	16.1983	8.71378	-0.89447	-2.37813	5.00E-05	0.00109214	yes
Nup205	Nup205	Nup205	chr6:35177615-35247598	SQ	IV	OK	21.379	9.16992	-1.22121	-3.35481	5.00E-05	0.00109214	yes
Nus1	Nus1	Nus1	chr10:52417546-52440192	SQ	IV	OK	10.1432	4.78842	-1.08289	-2.42372	5.00E-05	0.00109214	yes
Oas3	Oas3	Oas3	chr5:120753097-120777659	SQ	IV	OK	19.9357	6.25445	-1.6724	-4.11015	5.00E-05	0.00109214	yes
Oasl2	Oasl2	Oasl2	chr5:114896933-114912245	SQ	IV	OK	7.07864	0.887149	-2.99622	-3.51796	5.00E-05	0.00109214	yes
Ogfr	Ogfr	Ogfr	chr2:180589406-180595837	SQ	IV	OK	60.2602	31.7508	-0.924413	-2.59951	5.00E-05	0.00109214	yes
Olfr1344	Olfr1344	Olfr1344	chr7:6439901-6440867	SQ	IV	OK	0	0.721605	inf	NA	5.00E-05	0.00109214	yes
Olfr531	Olfr531	Olfr531	chr7:140400129-140401044	SQ	IV	OK	0	0.923622	inf	NA	5.00E-05	0.00109214	yes
Orc1	Orc1	Orc1	chr4:108579453-108614831	SQ	IV	OK	18.1793	8.91571	-1.02788	-2.39884	5.00E-05	0.00109214	yes
Os9	Os9	Os9	chr10:127094258-127121160	SQ	IV	OK	40.8498	74.7998	0.872704	2.67368	5.00E-05	0.00109214	yes
Osbpl3	Osbpl3	Osbpl3	chr6:50293326-50456354	SQ	IV	OK	5.42353	1.78214	-1.60562	-3.13103	5.00E-05	0.00109214	yes
Osbpl5	Osbpl5	Osbpl5	chr7:143688761-143741963	SQ	IV	OK	30.9567	17.7707	-0.800752	-2.20965	5.00E-05	0.00109214	yes
Otud6b	Otud6b	Otud6b	chr4:14809504-14826413	SQ	IV	OK	23.2244	13.0623	-0.830233	-2.10556	5.00E-05	0.00109214	yes
Oxsr1	Oxsr1	Oxsr1	chr9:119238432-119322427	SQ	IV	OK	18.5468	8.7558	-1.08286	-2.76543	5.00E-05	0.00109214	yes
P2rx4	P2rx4	P2rx4	chr5:122707543-122729738	SQ	IV	OK	3.15261	18.9636	2.58862	4.55322	5.00E-05	0.00109214	yes
Pa2g4	Pa2g4	Pa2g4	chr10:128557765-128565934	SQ	IV	OK	79.2759	42.4287	-0.901844	-2.63034	5.00E-05	0.00109214	yes
Pacsin1	Pacsin1	Pacsin1	chr17:27655590-27711117	SQ	IV	OK	10.4978	27.6044	1.39482	3.65366	5.00E-05	0.00109214	yes
Pag1	Pag1	Pag1	chr3:9687481-9833679	SQ	IV	OK	6.06701	2.95901	-1.03587	-2.40595	5.00E-05	0.00109214	yes
Paqr7	Paqr7	Paqr7	chr4:134496760-134510237	SQ	IV	OK	5.61392	12.2162	1.12172	2.41701	5.00E-05	0.00109214	yes
Parm1	Parm1	Parm1	chr5:91517699-91623996	SQ	IV	OK	13.1463	3.8642	-1.76641	-2.8935	5.00E-05	0.00109214	yes
Paxip1	Paxip1	Paxip1	chr5:27740080-27791550	SQ	IV	OK	36.3925	22.0246	-0.724528	-2.20519	5.00E-05	0.00109214	yes
Pde2a	Pde2a	Pde2a	chr7:101421690-101512829	SQ	IV	OK	7.84278	16.6207	1.08355	2.62328	5.00E-05	0.00109214	yes
Pdk2	Pdk2	Pdk2	chr11:95026257-95041371	SQ	IV	OK	2.10607	10.8851	2.36973	3.44372	5.00E-05	0.00109214	yes
Pdxk	Pdxk	Pdxk	chr10:78436746-78464948	SQ	IV	OK	8.80509	4.31584	-1.0287	-2.31173	5.00E-05	0.00109214	yes
Pecam1	Pecam1	Pecam1	chr11:106654212-106715281	SQ	IV	OK	18.0905	43.8098	1.27602	3.49095	5.00E-05	0.00109214	yes
Peli1	Peli1	Peli1	chr11:21091323-21150327	SQ	IV	OK	53.4475	97.3264	0.864709	2.66467	5.00E-05	0.00109214	yes
Pfas	Pfas	Pfas	chr11:68985700-69008460	SQ	IV	OK	4.62888	1.80216	-1.36093	-2.57677	5.00E-05	0.00109214	yes
Pik3ap1	Pik3ap1	Pik3ap1	chr19:41272751-41385102	SQ	IV	OK	14.4269	1.99835	-2.85188	-5.15317	5.00E-05	0.00109214	yes
